600466	蓝光发展	2018-07-06 14:57:25	5.72	46100	5.73	卖盘
600466	蓝光发展	2018-07-06 14:55:58	5.72	60000	5.72	买盘
600466	蓝光发展	2018-07-06 14:55:13	5.72	41300	5.72	买盘
600466	蓝光发展	2018-07-06 14:54:06	5.71	54600	5.7	买盘
600466	蓝光发展	2018-07-06 14:54:00	5.7	50900	5.7	卖盘
600466	蓝光发展	2018-07-06 14:53:36	5.7	72400	5.71	卖盘
600466	蓝光发展	2018-07-06 14:53:30	5.71	55800	5.7	买盘
600466	蓝光发展	2018-07-06 14:52:42	5.71	57200	5.71	卖盘
600466	蓝光发展	2018-07-06 14:50:30	5.74	51100	5.73	买盘
600466	蓝光发展	2018-07-06 14:46:20	5.74	40100	5.72	买盘
600466	蓝光发展	2018-07-06 14:45:41	5.73	50000	5.73	卖盘
600466	蓝光发展	2018-07-06 14:45:35	5.73	51500	5.74	卖盘
600466	蓝光发展	2018-07-06 14:34:45	5.76	60200	5.77	卖盘
600466	蓝光发展	2018-07-06 14:34:33	5.76	66800	5.76	卖盘
600466	蓝光发展	2018-07-06 14:34:24	5.76	41100	5.77	卖盘
600466	蓝光发展	2018-07-06 14:31:42	5.78	64900	5.76	买盘
600466	蓝光发展	2018-07-06 14:21:32	5.77	46080	5.77	卖盘
600466	蓝光发展	2018-07-06 14:16:04	5.78	69100	5.78	卖盘
600466	蓝光发展	2018-07-06 14:05:53	5.81	53000	5.81	买盘
600466	蓝光发展	2018-07-06 14:04:59	5.81	154100	5.82	卖盘
600466	蓝光发展	2018-07-06 14:03:53	5.82	70800	5.82	买盘
600466	蓝光发展	2018-07-06 14:03:29	5.81	49500	5.8	买盘
600466	蓝光发展	2018-07-06 14:02:50	5.81	84000	5.82	卖盘
600466	蓝光发展	2018-07-06 14:02:38	5.81	50200	5.81	卖盘
600466	蓝光发展	2018-07-06 14:01:53	5.81	90548	5.8	买盘
600466	蓝光发展	2018-07-06 14:00:52	5.79	84500	5.79	买盘
600466	蓝光发展	2018-07-06 14:00:41	5.78	42300	5.77	买盘
600466	蓝光发展	2018-07-06 14:00:04	5.78	107900	5.79	卖盘
600466	蓝光发展	2018-07-06 13:55:19	5.78	51800	5.78	买盘
600466	蓝光发展	2018-07-06 13:46:20	5.82	50100	5.82	买盘
600466	蓝光发展	2018-07-06 13:39:37	5.82	50000	5.83	卖盘
600466	蓝光发展	2018-07-06 13:30:47	5.83	52200	5.83	买盘
600466	蓝光发展	2018-07-06 13:29:41	5.82	83100	5.82	卖盘
600466	蓝光发展	2018-07-06 13:28:02	5.81	44372	5.82	卖盘
600466	蓝光发展	2018-07-06 13:27:53	5.85	300000	5.81	买盘
600466	蓝光发展	2018-07-06 13:27:26	5.81	201600	5.81	买盘
600466	蓝光发展	2018-07-06 13:27:20	5.8	62700	5.8	买盘
600466	蓝光发展	2018-07-06 13:27:05	5.79	50000	5.79	买盘
600466	蓝光发展	2018-07-06 13:25:50	5.77	56000	5.79	卖盘
600466	蓝光发展	2018-07-06 13:25:02	5.78	45320	5.78	卖盘
600466	蓝光发展	2018-07-06 13:14:09	5.78	50200	5.8	卖盘
600466	蓝光发展	2018-07-06 13:11:10	5.81	57269	5.83	卖盘
600466	蓝光发展	2018-07-06 13:08:38	5.78	46000	5.8	卖盘
600466	蓝光发展	2018-07-06 13:00:06	5.75	91300	5.76	卖盘
600466	蓝光发展	2018-07-06 11:28:08	5.73	61900	5.73	买盘
600466	蓝光发展	2018-07-06 11:27:11	5.72	78100	5.72	买盘
600466	蓝光发展	2018-07-06 11:22:43	5.71	56000	5.73	卖盘
600466	蓝光发展	2018-07-06 11:13:54	5.68	47100	5.68	卖盘
600466	蓝光发展	2018-07-06 11:13:33	5.69	59300	5.69	卖盘
600466	蓝光发展	2018-07-06 11:12:42	5.69	50800	5.7	卖盘
600466	蓝光发展	2018-07-06 11:09:05	5.7	51300	5.7	卖盘
600466	蓝光发展	2018-07-06 11:09:02	5.7	50000	5.71	卖盘
600466	蓝光发展	2018-07-06 11:06:07	5.71	45100	5.7	买盘
600466	蓝光发展	2018-07-06 10:57:16	5.71	96800	5.7	买盘
600466	蓝光发展	2018-07-06 10:56:22	5.71	193150	5.71	卖盘
600466	蓝光发展	2018-07-06 10:55:49	5.72	180100	5.74	卖盘
600466	蓝光发展	2018-07-06 10:52:36	5.74	45700	5.74	卖盘
600466	蓝光发展	2018-07-06 10:38:46	5.75	40600	5.75	卖盘
600466	蓝光发展	2018-07-06 10:21:34	5.79	99900	5.8	卖盘
600466	蓝光发展	2018-07-06 10:15:18	5.79	40000	5.81	卖盘
600466	蓝光发展	2018-07-06 10:09:50	5.79	46780	5.79	买盘
600466	蓝光发展	2018-07-06 10:01:10	5.8	81000	5.81	卖盘
600466	蓝光发展	2018-07-06 09:57:24	5.82	75300	5.82	卖盘
600466	蓝光发展	2018-07-06 09:56:27	5.83	50200	5.83	卖盘
600466	蓝光发展	2018-07-06 09:45:07	5.85	240000	5.85	买盘
600466	蓝光发展	2018-07-06 09:42:19	5.84	220940	5.84	卖盘
600466	蓝光发展	2018-07-06 09:42:10	5.85	74700	5.85	买盘
600466	蓝光发展	2018-07-06 09:33:59	5.8	48300	5.81	卖盘
600466	蓝光发展	2018-07-06 09:30:04	5.82	46500	5.82	买盘
