000002	2011-02-15	8.6000	2011-02-23	8.1200	-0.4800
000002	2011-06-09	8.0700	2011-07-15	8.4000	0.3300
000002	2011-08-11	8.3700	2011-08-19	8.0300	-0.3400
000002	2011-10-17	7.3600	2011-11-15	7.6000	0.2400
000002	2011-12-05	7.3500	2012-01-05	7.3100	-0.0400
000002	2012-04-11	8.3400	2012-05-14	8.9400	0.6000
000002	2012-05-30	9.2800	2012-06-07	9.0700	-0.2100
000002	2012-07-06	9.4800	2012-07-23	9.2000	-0.2800
000002	2012-09-04	8.2900	2012-09-20	8.0000	-0.2900
000002	2012-10-08	8.3700	2012-11-14	8.3400	-0.0300
000002	2012-11-29	8.3400	2013-02-08	11.8000	3.4600
000002	2013-07-05	10.2000	2013-07-25	9.5900	-0.6100
000002	2013-08-05	9.9000	2013-08-23	9.6500	-0.2500
000002	2013-09-06	9.6300	2013-09-24	9.6200	-0.0100
000002	2013-11-01	9.1500	2013-11-12	8.7000	-0.4500
000002	2013-11-19	9.1900	2013-11-26	8.6100	-0.5800
000002	2014-01-23	7.6400	2014-02-24	7.0000	-0.6400
000002	2014-03-07	7.3400	2014-04-11	8.0000	0.6600
000002	2014-05-21	7.6800	2014-06-17	8.2500	0.5700
000002	2014-07-08	8.7500	2014-08-07	9.5600	0.8100
000002	2014-11-03	9.4300	2014-11-20	9.1500	-0.2800
000002	2017-03-09	20.6000	2017-03-31	20.5300	-0.0700
000002	2017-05-16	19.3000	2017-07-10	24.4000	5.1000
